headline,lead_paragraph,date
D.N.C. Hack Raises a Frightening Question: What’s Next?,"If Russia was indeed behind last week’s leak of stolen data from the Democratic National Committee, we may be seeing one of the most sordid tools of its domestic politics deployed as a hostile weapon in foreign policy.",2016-07-29 09:04:33+00:00
Trump’s Thunderbolts,"Donald Trump is mad at me. He thinks I’ve treated him “very badly.” But he returned my call on Friday night on his way to a rally in Colorado and agreed to do a lightning round on the Democratic convention. He began, naturally, by bragging about his convention ratings and bounce, but then we got down to specifics.",2016-07-30 03:23:09+00:00
Back-Stabbing and Threats of a ‘Suicide Parachute’ at Hershey,"HERSHEY, Pa. — One toasty afternoon in mid-July, four 10-year-old boys gave a tour of their home at the Milton Hershey School, a boarding school for at-risk children and one of many gifts bequeathed by the chocolate magnate to the community that bears his name.",2016-07-30 15:21:43+00:00
How to Counter the Putin Playbook,"Palo Alto, Calif. — A quarter-century ago, at the end of the Cold War, it seemed that only democracies promoted their values abroad. Today, autocracies have entered the arena again, exporting their ideas and methods — even to the United States.",2016-07-30 17:07:14+00:00
How Think Tanks Amplify Corporate America’s Influence,"WASHINGTON — As Lennar Corporation, one of the nation’s largest home builders, pushed ahead with an $8 billion plan to revitalize a barren swath of San Francisco, it found a trusted voice to vouch for its work: the Brookings Institution, the most prestigious think tank in the world.",2016-08-07 11:12:40+00:00
Donald Trump’s Terrorism Plan Mixes Cold War Concepts and Limits on Immigrants,Donald J. Trump on Monday invoked comparisons to the Cold War era in arguing that the United States must wage an unrelenting ideological fight if it is to defeat the Islamic State. He said he would temporarily suspend immigration from “the most dangerous and volatile regions of the world” and judge allies solely on their participation in America’s mission to root out Islamic terrorism.,2016-08-15 15:36:30+00:00
North Korea’s No. 2 Diplomat in London Defects to the South,"SEOUL, South Korea — He enjoyed a bit of tennis at the local club. He indulged in curry at an Indian restaurant in the west London neighborhood where he lived. As the No. 2 North Korean diplomat in Britain, he chaperoned a brother of his country’s reclusive leader to an Eric Clapton concert last year.",2016-08-17 10:36:54+00:00
A Happy Warrior in a Faltering Battle for Indonesian Gay Rights,"SURABAYA, Indonesia — After the United States Supreme Court legalized same-sex  marriage last year, a leading Indonesian television station held a prime-time debate about whether this Muslim-majority democracy should do the same.",2016-08-19 13:30:19+00:00
What Is TPP? Behind the Trade Deal That Died,"On his first full workday in office, President Trump delivered on a campaign promise by abandoning the enormous trade deal that had became a flashpoint in American politics.",2016-08-20 21:08:26+00:00
What Is TPP? Behind the Trade Deal That Died,"On his first full workday in office, President Trump delivered on a campaign promise by abandoning the enormous trade deal that had became a flashpoint in American politics.",2016-08-20 21:08:26+00:00
How Donald Trump Blew Up the ‘Gaffe’,"When a politician says something stupid, reporters are traditionally expected to mask their glee with a veneer of shock and disappointment. It was in this mode, more or less, that the NBC News political director, Chuck Todd, and his colleague Carrie Dann began the Aug. 3 edition of First Read, the network’s daily political tip sheet, warning that Donald Trump’s campaign had gone “from ‘unraveling’ to ‘break glass’ mode.” They began with a heroic attempt to catalog all the previously inconceivable-for-a-presidential-nominee things Trump said and did in the preceding 24 hours, a long list that included the candidate’s displaying to a rally audience the Purple Heart medal he had been given by a retired U.S. Army lieutenant colonel who was wounded in Iraq. “I always wanted to get the Purple Heart,” said Trump, who received draft deferments during the Vietnam War for, among other things, bone spurs that had miraculously little impact on his youthful athletic career. “This was much easier.”",2016-08-23 09:00:05+00:00
How Russia Often Benefits When Julian Assange Reveals the West’s Secrets,"Julian Assange was in classic didactic form, holding forth on the topic that consumes him — the perfidy of big government and especially of the United States.",2016-08-31 22:15:48+00:00
Obama Heads to Asia Seeking Breakthrough on Trade and Climate Change,"HONOLULU — President Obama set off on a trans-Pacific voyage on Wednesday, his 10th trip to Asia as president and most likely his last chance to showcase two of his most cherished projects: the focus on Asia and the campaign to curb climate change.",2016-09-01 00:58:59+00:00
Rare Harmony as China and U.S. Commit to Climate Deal,"HANGZHOU, China — President Obama and President Xi Jinping of China formally committed the world’s two largest economies to the Paris climate agreement here on Saturday, cementing their partnership on climate change and offering a rare display of harmony in a relationship that has become increasingly discordant.",2016-09-03 11:50:57+00:00
"U.S. Presses for Truce in Syria, With Its Larger Policy on Pause","HANGZHOU, China — The image of a 5-year-old Syrian boy, dazed and bloodied after being rescued from an airstrike on rebel-held Aleppo, reverberated around the world last month, a harrowing reminder that five years after civil war broke out there, Syria remains a charnel house.",2016-09-04 13:31:26+00:00
Obama Plays Down Confrontation With China Over His Plane’s Stairs,"HANGZHOU, China — When Air Force One taxied to a stop in eastern China on Saturday afternoon, American and Chinese officials had already engaged in a lengthy, heated dispute over the most mundane of issues: How would the president depart his plane?",2016-09-05 04:21:09+00:00
Obama Says Colin Kaepernick Is ‘Exercising His Constitutional Right’,"President Obama said Monday that Colin Kaepernick, the San Francisco 49ers quarterback, was “exercising his constitutional right” by refusing to stand during the national anthem, a decision that has fostered considerable controversy since he first took the action on Aug. 26.",2016-09-05 15:37:11+00:00
Hillary Clinton Says She Won’t Visit Mexico Before Election,"MEXICO CITY — Hillary Clinton said Monday that she would not visit Mexico before the November election, delivering another setback to President Enrique Peña Nieto a week after he faced furious criticism at home for receiving Donald J. Trump.",2016-09-06 02:43:39+00:00
Shariah With Chinese Characteristics: A Scholar Looks at the Muslim Hui,"Matthew S. Erie, a trained lawyer and ethnographer who teaches at Oxford University, lived for two years in Linxia, a small city in the northwestern Chinese province of Gansu. Known as China’s Mecca, it is a center of religious life for the Hui, an ethnic minority numbering 10 million who practice Islam. Along with the Turkic Uighurs, they are one of 10 officially recognized ethnic groups that practice Islam, making the total population of Muslims in China around 23 million, according to the 2010 government census.",2016-09-06 08:26:03+00:00
Turkish Official Says U.S. Was Not Complicit in Coup Plot,"Despite dark conspiracy theories in Turkey linking the United States government to the military coup attempt on July 15, Turkish leaders see no signs of American complicity with the plotters, Deputy Prime Minister Numan Kurtulmus said on Tuesday.",2016-09-06 22:51:58+00:00
Hillary Clinton Says Donald Trump Doesn’t Measure Up on Foreign Policy,"TAMPA, Fla. — Leaning heavily on her tenure as secretary of state, Hillary Clinton assailed Donald J. Trump’s national security credentials on Tuesday, portraying him as a bungling businessman unequipped to serve as commander in chief.",2016-09-06 23:43:02+00:00
Bad Luck and Worse Manners Tarnish Obama’s Asia Trip,"VIENTIANE, Laos — President Obama has grown accustomed to having his foreign travels overshadowed by terrorist attacks or police shootings. This might be the first time one of his trips has been marred by bad manners.",2016-09-07 00:37:42+00:00
"Obama, Acknowledging U.S. Misdeeds Abroad, Quietly Reframes American Power","WASHINGTON — It would have seemed surprising from any other president, but has become practically routine for President Obama in his final year in office: acknowledging the United States’ unsavory history in a country he was visiting.",2016-09-07 09:00:29+00:00
Forum Offers Preview of Hillary Clinton and Donald Trump Presidential Debate,Hillary Clinton vowed not to send American ground troops to Iraq “ever again” and Donald J. Trump insinuated that he had learned shocking new information involving President Obama — without ever revealing it — as the two candidates made back-to-back appearances Wednesday night at a forum that foreshadowed their highly anticipated debate later this month.,2016-09-07 11:59:41+00:00
Obama Takes a Detour to Reconnect With Southeast Asia,"LUANG PRABANG, Laos — President Obama has always liked to move to the languid rhythms of Southeast Asia. On Wednesday, he interrupted a hectic tour of China and Laos to reconnect with his inner Southeast Asian in this beguiling city of Buddhist temples and French colonial villas.",2016-09-07 13:58:34+00:00
Defense Secretary Warns Russia to Stay Out of U.S. Elections,"OXFORD, England — Defense Secretary Ashton B. Carter lashed out at Russia on Wednesday, accusing the government of President Vladimir V. Putin of demonstrating a “clear ambition to erode” international order and warning Russia to stay out of the American elections.",2016-09-07 18:24:23+00:00
"Pressing Asia Agenda, Obama Treads Lightly on Human Rights","HANGZHOU, China — Human rights barely registered on President Obama’s latest visit to China, which ended Monday night with a news conference at which he made only a glancing reference to differences with Beijing over “religious freedom.”",2016-09-07 19:30:42+00:00
"Erdogan Says Turkey Would Join U.S. to Fight ISIS in Raqqa, an ISIS Bastion in Syria","BEIRUT, Lebanon — Turkey’s president, Recep Tayyip Erdogan, suggested that his country was ready to carry out a joint operation with the United States in northern Syria to fight the Islamic State in its de facto capital, Raqqa, Turkish news media reported on Wednesday.",2016-09-07 21:20:07+00:00
"Leaving Asia, Obama Predicts U.S. Tilt Toward Region Will Be Lasting","VIENTIANE, Laos — President Obama ended his final trip to Asia on Thursday with a brisk defense of his “Asia pivot” policy and an impatient dismissal of those who suggested his bumpy reception in the region this week augured doubts about America’s long-term role.",2016-09-08 11:21:22+00:00
‘What Is Aleppo?’ Gary Johnson Asked. Let Us Explain.,"Aleppo was once Syria’s most populous city, famed for its citadel and old city. Now it’s a byword for destruction, recently labeled “the apex of horror” by the top aid official at the United Nations.",2016-09-08 17:17:05+00:00
New Push for Taiwan’s Representation at the United Nations,"BEIJING — The 71st session of the United Nations General Assembly opens on Tuesday, and 45 members of the Taiwan United Nations Alliance are heading to New York and other cities in the United States, including Washington, Boston and Philadelphia, to make the case for Taiwan’s representation in the world body.",2016-09-08 21:00:05+00:00
Trump’s Love for Putin: a Presidential Role Model,"WASHINGTON — What is striking about Donald J. Trump’s latest effusion of admiration for Russia’s stony-faced leader, Vladimir V. Putin, is how similar it is to the way Mr. Putin is portrayed in Russia: as a necessary foil for an aggressive and flawed American leadership.",2016-09-09 00:55:01+00:00
A Debate Disaster Waiting to Happen,"There was not much of a contest in Wednesday night’s forum with Hillary Clinton and Donald Trump. Mrs. Clinton answered the questions of the moderator, Matt Lauer, in coherent sentences, often with specific details. Mr. Trump alternated between rambling statements and grandiose boasts when he wasn’t lying.",2016-09-09 01:36:36+00:00
"A Big Blast in North Korea, and Big Questions on U.S. Policy","GENEVA — North Korea’s latest test of an atomic weapon leaves the United States with an uncomfortable choice: Stick with a policy of incremental sanctions that has clearly failed to stop the country’s nuclear advances, or pick among alternatives that range from the highly risky to the repugnant.",2016-09-09 17:17:57+00:00
"Hillary Clinton Takes Aim at North Korea, Then at Donald Trump","Hillary Clinton called Friday for rethinking President Obama’s strategy to combat North Korea’s nuclear program, saying the country’s latest nuclear test gave the White House “an opening” to expand sanctions and broaden a missile-defense program in neighboring countries.",2016-09-09 23:25:58+00:00
Russia and the United States Reach New Agreement on Syria Conflict,"GENEVA — Russia and the United States agreed early Saturday on a new plan to reduce violence in the Syrian conflict that, if successful, could lead for the first time to joint military targeting by the two powers against Islamic jihadists in Syria.",2016-09-09 23:40:13+00:00
Few Expect China to Punish North Korea for Latest Nuclear Test,"BEIJING — North Korea’s biggest nuclear test, conducted last week less than 50 miles from the Chinese border, sent tremors through homes and schools in China’s northeast. But hours later, there was no mention of the test on China’s state-run evening television news, watched by hundreds of millions of viewers.",2016-09-11 09:22:18+00:00
"Hillary Clinton, 9/11 Anniversary, N.F.L.: Your Monday Briefing", (Want to get this briefing by email? Here’s the sign-up.),2016-09-12 09:46:31+00:00
Saudi Bid on a Houston Oil Refinery Is a Big Strategic Bet,HOUSTON — The Saudi national oil company is making a bid to significantly expand its operations in the United States at a critical moment in the always uneasy relations between the United States and Saudi Arabia.,2016-09-12 21:20:28+00:00
"For Myanmar’s Leader, More Power, but More Expectations, Too","YANGON, Myanmar — When Daw Aung San Suu Kyi visited the United States in 2012, she was celebrated as Myanmar’s newly free opposition leader, after years of detention under house arrest.",2016-09-13 17:19:09+00:00
Obama’s Move to End Myanmar Sanctions Promises a Lift for Its Economy,"BANGKOK — Myanmar’s leaders hope that President  Obama’s decision to lift sanctions will prompt American companies to invest in the country, one of the poorest in Southeast Asia, and spur economic development as the new government struggles to end ethnic warfare and to establish democracy.",2016-09-15 14:50:29+00:00
Concern Over Colin Powell’s Hacked Emails Becomes a Fear of Being Next,WASHINGTON — A panicked network anchor went home and deleted his entire personal Gmail account. A Democratic senator began rethinking the virtues of a flip phone. And a former national security official gave silent thanks that he is now living on the West Coast.,2016-09-16 00:48:25+00:00
"The United Nations Explained: Its Purpose, Power and Problems","Almost everybody has heard of the United Nations. But how many people know what it actually does? Or how it works? Or why, as world leaders gather to kick off the 71st session of the United Nations General Assembly, the institution has struggled to live up to the promise of its founders: making the world a better, more peaceful place?",2016-09-18 18:53:58+00:00
"How a U.S. Airstrike Missed ISIS, but Damaged U.S. Policy in Syria","WASHINGTON — The United States’ accidental bombing of Syrian troops over the weekend has put it on the defensive, undercutting American efforts to reduce violence in the civil war and open paths for humanitarian relief.",2016-09-19 00:21:09+00:00
Letter From Former Officials Urges Donald Trump to Detail Foreign Dealings,"More than 50 former government officials and national security and military figures have signed an open letter to Donald J. Trump, urging him to disclose details of his overseas business investments before Election Day.",2016-09-19 10:34:54+00:00
How Bad Off Is Oil-Rich Venezuela? It’s Buying U.S. Oil,"EL FURRIAL, Venezuela — One oil rig was idle for weeks because a single piece of equipment was missing. Another was attacked by armed gangs who made off with all they could carry. Many oil workers say they are paid so little that they barely eat and have to keep watch over one another in case they faint while high up on the rigs.",2016-09-20 07:00:26+00:00
Two Ex-Spies and Donald Trump,"When it comes to assessing the presidential race, I prefer to listen to the spies. They tend to be brutally unsentimental, see through the nonsense and cut to the cold, hard bottom line. And right now, two of the world’s foremost former spymasters are sending uncoded messages about what it will mean for America and the Western alliance if Donald Trump is elected president.",2016-09-21 07:21:06+00:00
U.S. Allows Boeing and Airbus to Sell Planes to Iran,"TEHRAN — The United States on Wednesday removed a final hurdle for Western aircraft manufacturers to sell planes to Iran, a country desperately in need of hundreds of new aircraft.",2016-09-22 00:26:49+00:00
Obama Puts Syria at Arm’s Length as Carnage Drags On,"WASHINGTON — When Secretary of State John Kerry took the floor at the United Nations on Wednesday to deliver a searing denunciation of the airstrike on an aid convoy headed for the Syrian city of Aleppo President Obama was crosstown, at his Manhattan hotel, preparing for a day of diplomacy that included Africa, Israel and Colombia — but, conspicuously, not Syria.",2016-09-23 00:54:24+00:00
Hillary Clinton for President,"In any normal election year, we’d compare the two presidential candidates side by side on the issues. But this is not a normal election year. A comparison like that would be an empty exercise in a race where one candidate — our choice, Hillary Clinton — has a record of service and a raft of pragmatic ideas, and the other, Donald Trump, discloses nothing concrete about himself or his plans while promising the moon and offering the stars on layaway. (We will explain in a subsequent editorial why we believe Mr. Trump to be the worst nominee put forward by a major party in modern American history.)",2016-09-24 15:49:07+00:00
Foreign Policy Questions to Ask Clinton and Trump at the Debate,"The United States is still fighting a war in Afghanistan and has troops in Iraq, the Iranian nuclear deal remains controversial, the Islamic State is weakened but continues to be threatening, North Korea is launching missiles, Russia flouts international norms, and China has expansionary designs.",2016-09-25 15:42:03+00:00
Did You Miss the Presidential Debate? Here Are the Highlights," Here’s how we analyzed in real time the first presidential debate between Hillary Clinton and Donald J. Trump, and our fact checks.",2016-09-26 09:00:08+00:00
First Clinton and Trump Debate: Analysis,The Times analyzed the first presidential debate between Hillary Clinton and Donald J. Trump in real time.,2016-09-26 21:10:53+00:00
Transcript of the First Debate,"Following is a transcript of the first presidential debate on Monday, as transcribed by the Federal News Service.",2016-09-27 05:22:26+00:00
What Can Mexico Do About Trump?,"When Ildefonso Guajardo Villarreal, the Mexican secretary of the economy, came to talk to me last week about trade and the American elections, I didn’t expect him to drag up the old spat between Mexico and the United States over trucks.",2016-09-27 12:21:16+00:00
Would Donald Trump Ever Use Nuclear Arms First? He Doesn’t Seem Sure,WASHINGTON — Donald J. Trump often says he never wants to signal to the nation’s adversaries what he would do as commander in chief — an embrace of the concept of “strategic ambiguity” that is as old as warfare.,2016-09-27 23:31:36+00:00
Explaining the U.S. Presidential Election to China: It’s Not Really Like ‘House of Cards’,"As Election Day approaches in the United States, the Chinese are paying closer attention to the selection of the next president.",2016-09-28 07:23:32+00:00
"U.S. Election, El Cajon, Yahoo: Your Thursday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2016-09-29 09:47:33+00:00
"Duterte, Philippine President, Raises Doubts About Military Alliance With U.S.","MANILA — Military and diplomatic officials in the Philippines were facing a quandary on Thursday after President Rodrigo Duterte distanced the country further from the United States, its biggest defense ally, by saying he would end joint military exercises like one scheduled for next week and would pursue closer ties to China and Russia.",2016-09-29 15:19:11+00:00
"What Is Russia Up To, and Is It Time to Draw the Line?","WASHINGTON — Escalating airstrikes in Syria. Sophisticated cyberattacks, apparently intended to influence the American election. New evidence of complicity in shooting down a civilian airliner.",2016-09-30 00:51:21+00:00
Obama Hails Enforcement on Trade Deals to Win Support for T.P.P.,WASHINGTON — The Obama administration has used a flurry of tough-sounding trade enforcement announcements in recent weeks to counter complaints from the left and right that free trade is not fair trade — and to assist President Obama in the struggle to win approval of his trade pact with 11 Pacific Rim nations.,2016-10-05 00:11:46+00:00
Transcript of the 2016 Debate Between the Running Mates,"Following is a transcript of the vice-presidential debate on Tuesday, as transcribed by the Federal News Service.",2016-10-05 05:10:46+00:00
"As China Strikes Deals, U.S. Considers Expanding Foreign Reviews",BEIJING — An American government auditing agency will look at whether the United States should broaden its reviews of foreign investments and purchases in important areas of the economy.,2016-10-05 07:19:34+00:00
"Half of Chinese Favorable Toward U.S., but Many See a Threat, a Survey Finds","BEIJING — With tensions between the United States and China on the rise over issues such as the South China Sea and cyberespionage, one might think the citizens of the two nations have an increasingly hostile view of the other.",2016-10-05 14:00:07+00:00
Mike Pence Disavows Donald Trump’s Earlier Proposal Barring Muslims,"The Trump campaign appeared to disavow one of its most provocative policy proposals on Thursday, as Gov. Mike Pence of Indiana said explicitly that Donald J. Trump no longer wanted to impose a temporary ban on Muslim immigration to the United States.",2016-10-06 14:33:14+00:00
U.S. Says Russia Directed Hacks to Influence Elections,"WASHINGTON — The Obama administration on Friday formally accused the Russian government of stealing and disclosing emails from the Democratic National Committee and a range of other institutions and prominent individuals, immediately raising the issue of whether President Obama would seek sanctions or other retaliation.",2016-10-07 20:03:24+00:00
What Options Does the U.S. Have After Accusing Russia of Hacks?,"WASHINGTON — Now that the White House has formally accused Russia of meddling in the presidential election with cutting-edge cyberattacks and age-old information warfare, devising a response might seem fairly easy: unleash the government’s cyberwarriors to give the Kremlin a dose of its own malware.",2016-10-08 17:14:20+00:00
"Behind Duterte’s Bluster, a Philippine Shift Away From the U.S.","MANILA — President Rodrigo Duterte has vowed to expel American troops from the Philippines, accused the C.I.A. of plotting to kill him and  insulted President Obama with an obscenity.",2016-10-09 19:10:36+00:00
Washington Should Stop Militarizing the Pacific,WASHINGTON — Americans often assume that Chinese military aggression is increasing the likelihood of a clash between China and the United States. But many policy makers in Washington ignore that Beijing has good reason to be troubled by the United States’ military footprint in its neighborhood. President Obama’s “pivot” to Asia — which includes doubling down on Washington’s already-robust military presence in the region — further stokes the potential for conflict between China and the United States.,2016-10-09 21:03:47+00:00
"Nations, Fighting Powerful Refrigerant That Warms Planet, Reach Landmark Deal","KIGALI, Rwanda — Negotiators from more than 170 countries on Saturday reached a legally binding accord to counter climate change by cutting the worldwide use of a powerful planet-warming chemical used in air-conditioners and refrigerators.",2016-10-15 05:05:47+00:00
Haiti and Africa Projects Shed Light on Clinton’s Public-Private Web,"As chief of staff and counselor to Hillary Clinton at the State Department, Cheryl D. Mills worked ceaselessly to help a South Korean garment maker open a factory in Haiti, the centerpiece of United States government efforts to jump-start the island nation’s economy after the 2010 earthquake.",2016-10-16 16:48:39+00:00
"Hillary Clinton Liked Covert Action if It Stayed Covert, Transcript Shows",Hillary Clinton longs for the days when Americans knew how to execute a covert action abroad and not spill the details to reporters.,2016-10-17 00:36:46+00:00
"Mosul, ‘Brexit,’ U.S. Presidential Race: Your Monday Briefing",Good morning. ,2016-10-17 04:01:43+00:00
"In China, Rodrigo Duterte and Philippines May ‘Pivot’ Away From U.S.","BEIJING — President Rodrigo Duterte of the Philippines, one of America’s closest allies in Asia, has said he wants to reduce American military influence in his country and build closer ties with China.",2016-10-17 16:15:29+00:00
"Mosul, CETA, Trump: Your Tuesday Briefing",Good morning. ,2016-10-18 03:57:21+00:00
Confronting Racism Against Asian-Americans,New York Times journalists and experts gathered for a live chat this week to discuss how to confront racism against Asian-Americans.,2016-10-18 17:10:21+00:00
How Donald Trump Hacked the Politics of Foreign Policy,"Donald J. Trump’s foreign policy proposals, like forcing Mexico to pay for a border wall or withdrawing from NATO, have drawn unprecedented condemnations as incoherent, contradictory and unrealistic.",2016-10-19 09:01:15+00:00
"Mosul, Philippines, U.S. Presidential Election: Your Thursday Briefing",Good morning. ,2016-10-19 21:06:20+00:00
"Philippine Police Van Rams Protesters at U.S. Embassy, Hurting Dozens",MANILA — Dozens of protesters were hurt on Wednesday after a Philippine police officer used a van to ram into them during a demonstration against the United States in the capital.,2016-10-20 01:04:41+00:00
"The Debate That Wasn’t: So Many Words, So Few About Policy","The three presidential debates had no shortage of discussion about groping, beauty queens and Twitter habits. A question on energy policy this month was memorable only because it gave rise to a meme about the red sweater sported by the voter, Ken Bone, who asked it. Even on Wednesday, when the moderator made policy a priority, the discussion between Donald J. Trump and Hillary Clinton remained skin deep.",2016-10-20 16:36:07+00:00
"Philippines ‘Separation’ From U.S. Jilts Hillary Clinton, Too","WASHINGTON — When the Philippines appeared to jilt its old ally the United States in favor of China this week, it repudiated not only President Obama and his “pivot” to Asia, but also Hillary Clinton, who made reaching out to the region her signature project as his secretary of state.",2016-10-22 00:22:24+00:00
"Rodrigo Duterte Gets Closer to China, and the Neighbors Notice","BEIJING — After unleashing an anti-American tirade in Beijing last week, President Rodrigo Duterte of the Philippines left some Chinese, who like tightly scripted state visits, wondering if their unpredictable guest could be trusted.",2016-10-24 18:19:57+00:00
Consultant With Ties to Donald Trump Linked to Offer to Hide Source of Donations,A video posted on Monday by a British newspaper appeared to show a Republican consultant with ties to Donald J. Trump offering to disguise the source of contributions to a “super PAC” intended to aid Mr. Trump’s presidential campaign.,2016-10-25 00:10:20+00:00
"North Korea Giving Up Nuclear Arms ‘a Lost Cause,’ Official Says","America’s top intelligence official expressed deep skepticism on Tuesday about the prospect of persuading North Korea to renounce nuclear weapons, saying it was “probably a lost cause.”",2016-10-26 01:08:40+00:00
"Rodrigo Duterte, in Japan, Calls for U.S. Troops to Exit Philippines in 2 Years","TOKYO — President Rodrigo Duterte of the Philippines, on a trip to Japan, said Wednesday that he wanted all foreign troops out of his country within “maybe two years” and that he was willing to revoke base-hosting agreements with the United States.",2016-10-26 10:22:59+00:00
"Rodrigo Duterte, Pushing Split With U.S., Counters Philippines’ Deep Ties","MANILA — President Rodrigo Duterte of the Philippines, who nurses a longtime grudge against the United States, has declared he wants “a separation” and on Wednesday added that he wants American troops out of his country in two years.",2016-10-26 14:14:08+00:00
"A Lingering, Deadly Legacy of Wars: Unexploded Bombs",The Vietnam War ended in 1975. It did for Americans anyway. Not so for the Vietnamese.,2016-10-30 22:00:10+00:00
"Leader of Malaysia, Miffed at U.S., Visits China With a Deal in Mind","BEIJING — Malaysia’s prime minister, miffed by a Justice Department investigation into his nation’s sovereign wealth fund, arrived in Beijing on Monday ready to buy Chinese military hardware, a deal that will rattle his relationship with the United States.",2016-10-31 16:24:19+00:00
"Despite Similarities, Candidate for New Jersey Governor Says He’s No Corzine","EDISON, N.J. — A year before the election to succeed Gov. Chris Christie of New Jersey, the race for the Democratic nomination has become more of a coronation than a contest, with one name emerging as the likely candidate: Philip D. Murphy.",2016-11-02 09:00:28+00:00
Philippines’ Deal With China Pokes a Hole in U.S. Strategy,"BEIJING — For years, the United States and its allies have struggled to contain China’s ambitions in the South China Sea, even as China steadily seeded the waters with artificial islands and military installations.",2016-11-02 12:47:24+00:00
"Rodrigo Duterte Plays U.S. and China Off Each Other, in Echo of Cold War","President Rodrigo Duterte of the Philippines traveled to Beijing recently, promising to announce his country’s “separation” from the United States and alarming the White House and his own defense secretary.",2016-11-03 15:25:12+00:00
An American in a Strange Land,"I heard it often, traveling around Europe as a journalist. I even heard it from an immigration officer at Gatwick Airport outside London, who teased me as he looked at my passport. I was an American abroad, which meant being held accountable for the strange and fevered state of my homeland, which meant facing some version of the question “What is going on in the United States?” Sometimes the query had an air of schadenfreude, but just as often there was a hint of real concern. The rest of the world already seemed to be going off the rails. It couldn’t afford to have America follow.",2016-11-04 09:00:10+00:00
Europeans View Obama’s Exit With a Mix of Admiration and Regret,"BERLIN — When a Democratic presidential candidate named Barack Obama stood at the Berlin Victory Column in 2008 espousing his vision of hope and change, he was surrounded by 200,000 exuberant Europeans, eager to give him a chance.",2016-11-07 00:59:07+00:00
"Clinton, Trump, Prince Harry: Your Tuesday Evening Briefing", (Want to get this briefing by email? Here’s the sign-up.),2016-11-08 23:09:26+00:00
"Donald Trump, Republican Party, Aleppo: Your Wednesday Briefing",Good morning.,2016-11-09 05:02:44+00:00
"Across the World, Shock and Uncertainty at Trump’s Victory",The election of Donald J. Trump as president of the United States has shocked the world — and has the potential to reshape it.,2016-11-09 06:35:17+00:00
Donald Trump’s Victory Promises to Upend the International Order,"JERUSALEM — Donald J. Trump’s stunning election victory on Tuesday night rippled way beyond the nation’s boundaries, upending an international order that prevailed for decades and raising profound questions about America’s place in the world.",2016-11-09 07:53:34+00:00
Mexico Braces for the Fallout of a Trump Presidency,"MEXICO CITY — For Mexico, the nightmare came true.",2016-11-09 09:28:13+00:00
Trump Business Partner Is Philippines’ New Trade Envoy to U.S.,"BANGKOK — The timing of President Rodrigo Duterte of the Philippines couldn’t be better. Before Donald J. Trump’s election victory, the Philippine leader had already named Mr. Trump’s business partner in Manila as a special envoy to the United States.",2016-11-09 12:22:21+00:00
Uncertainty Over Donald Trump’s Foreign Policy Risks Global Instability,"Whether or not Donald J. Trump follows through on his campaign pledges to diminish or possibly abandon American commitments to security alliances such as NATO, his election victory forces nations around the world to begin preparing for the day they can no longer count on the American-backed order.",2016-11-09 12:49:08+00:00
"Asia, a Target of Trump’s Criticism, Greets His Election With Caution","HONG KONG — For more than half a century, Asia has benefited from an American commitment to free trade and bilateral alliances in the region. But the election of Donald J. Trump left both statesmen and citizens here asking whether that commitment — and the prolonged era of peace and prosperity that has accompanied it — might be coming to an end.",2016-11-09 13:03:50+00:00
‘Strange New Land’: America in a Time of Trump,WASHINGTON — A Trump presidency will plunge the United States into an era of unknowns that has little parallel in the nation’s 240-year history.,2016-11-09 15:22:50+00:00
Want to Move to Canada? Europe? Somewhere? Trump’s Impact Will Follow You,"It has become a reflexive pledge, often half-joking, after an election: Worried about the next president? Move to another country.",2016-11-09 18:53:36+00:00
"Where the U.S. Is a Rival, Trump Election Is Greeted With a Smile","KOTOR, Montenegro — Just over an hour after Donald J. Trump secured his stunning triumph, President Vladimir V. Putin of Russia congratulated the victor and looked forward to “constructive dialogue.” China’s president, Xi Jinping, waited a little longer, sending Mr. Trump a similarly measured message of hope and appealing for “cooperation for mutual gain.”",2016-11-10 08:30:23+00:00
Abe to Meet Trump to Press Japan’s Case on Security and Trade,"TOKYO — Japan’s prime minister, Shinzo Abe, did not take long to recover from the shock of Donald J. Trump’s victory. By Thursday morning — Wednesday night in the United States — Mr. Abe had called the president-elect and arranged to meet him in New York next week.",2016-11-10 11:21:09+00:00
‘A Moment of Great Peril’: Foreign Observers on Trump’s Success,Editorial writers and opinion columnists around the world have reacted to Donald J. Trump’s election as the 45th president of the United States. Below is a sampling of their views.,2016-11-10 12:53:24+00:00
Donald Trump Could Put Climate Change on Course for ‘Danger Zone’,"WASHINGTON — For a look at how sharply policy in Washington will change under the administration of Donald J. Trump, look no further than the environment.",2016-11-10 15:39:35+00:00
"In China-U.S. Trade War, Trump Would Have Weapons","SHANGHAI — As a candidate, Donald J. Trump aimed some of his most blistering words at China, declaring that “we already have a trade war” and suggesting ominously that “we have the power over China, economic power.”",2016-11-10 20:59:24+00:00
International Readers on How a Trump Presidency Could Affect Them,"David Parting, a reader in Germany, wrote that a Donald J. Trump presidency could mend ties between the United States and Russia, which would “overall reduce the potential for international conflicts.”",2016-11-12 15:23:40+00:00
