headline,lead_paragraph,date
Have We Learned Anything From the Leaked Cables?,"David Brooks: Gail, I’ve begun to worry about what you might call the Caligula Gap. When you look around the world, or at least around the leaked State Department cables, you see world leaders living full, decadent lives. Muammar el-Qaddafi has his voluptuous Ukrainian nurse.  Vladimir Putin has his power and his muscles. Silvio Berlusconi has everything. Even aging Saudi princes go around talking about cutting the heads off snakes, like Clint Eastwood movie characters.",2010-12-01 18:32:17+00:00
American Diplomacy Revealed — as Good,NEW YORK — Let’s hear it for the men and women of the U.S. Foreign Service!,2010-12-02 12:42:14+00:00
Attention-Grabber for Sudan’s Cause," “I do human rights the way I played basketball,” John Prendergast said. We were sitting in the outdoor restaurant of an unfinished hotel in Juba, a boomtown of mud and shanties beside the White Nile in southern Sudan. It’s a restaurant where the South’s liberation leaders tend to gather, and these days they are in a buoyant mood. They have traded their fatigues for dress shirts and suits. A half-century of civil war seems to be culminating in independence. If a referendum on Jan. 9 goes as expected, the map of Africa will be redrawn — with a new nation around the size of Texas. But for the moment, Prendergast, who is America’s most influential activist in Africa’s most troubled regions and who huddled on a White House patio with President Barack Obama a few days earlier, talked about basketball guards. ",2010-12-02 16:57:13+00:00
Qatar a Questionable World Cup Host,"This year’s soccer World Cup in South Africa, in the end, yielded relatively few surprises. Seven of the eight quarterfinalists hailed from either Europe or South America, soccer’s traditional power continents. The tournament was won by Spain, which was ranked as one of the two strongest teams heading into the competition. Sure, the 2006 finalists, Italy and France, performed poorly. But that should not have shocked anyone who watched these countries’ tepid performances in the qualifying stages.",2010-12-03 01:14:18+00:00
"Updates on Leak of U.S. Cables, Day 6","On Friday, The Lede continued to update readers on the leak of American diplomatic cables by WikiLeaks, the whistle-blowers’ Web site. (For an overview of the revelations and reactions so far, see our previous live-blog posts.)",2010-12-03 12:54:19+00:00
Leaked Cables Stir Resentment and Shrugs,"PARIS  In the world of diplomacy, known for its ambiguity and opacity, the WikiLeaks organization says its function is to “keep government open.” But with the release of some 250,000 American diplomatic cables, the outcome may be more ambiguous, closing doors to United States diplomats, turning candor to reticence and leaving many people leery of baring their souls and secrets to American officials.",2010-12-03 18:43:36+00:00
The Hunt for Julian Assange,One big lesson from the WikiLeaks dump  of state department documents:  Weddings in Dagestan are insanely awesome. ,2010-12-04 00:31:23+00:00
The Big American Leak,"O.K. I admit it. I enjoy reading other people’s mail as much as the next guy, so going through the WikiLeaks cables has made for some fascinating reading. What’s between the lines in those cables, though, is another matter. It is a rather sobering message. America is leaking power.",2010-12-04 22:17:58+00:00
"Good Gossip, and No Harm Done to U.S.",WASHINGTON — WikiLeaks is one of those stories where the passions of the moment blind us to what may eventually be seen as the more important lessons.,2010-12-05 19:50:09+00:00
"Japan Wars on U.S. and Britain; Makes
Sudden Attack On Hawaii; Heavy Fighting
At Sea Reported","Washington, Monday, Dec. 8.--Sudden and unexpected attacks on Pearl Harbor, Honolulu, and other United States possessions in the Pacific early yesterday by the Japanese air force and navy plunged the United States and Japan into active war. ",2010-12-06 17:06:33+00:00
"Thomas P. O'Neill Jr., a Democratic Power in the House for Decades, Dies at 81"," WASHINGTON, Jan. 6  Democrats and Republicans today bade a warm farewell to Thomas P. (Tip) O'Neill Jr., the gregarious and irrepressibly liberal Bostonian who symbolized the Democratic Party through much of the 1980's as Speaker of the House. ",2010-12-06 17:11:48+00:00
"
U.S. NOW AT WAR WITH GERMANY AND
ITALY; JAPANESE CHECKED IN ALL
LAND FIGHTING; 3 OF THEIR SHIPS
SUNK, 2D BATTLESHIP HIT
","Washington, Dec. 11 --The United States declared war today on Germany and Italy, Japan's Axis partners. This nation acted swiftly after Germany formally declared war on us and Italy followed the German lead. Thus, President Roosevelt told Congress in his message, the long-known and the long-expected has taken place. ",2010-12-06 17:23:57+00:00
U.S. Strains to Stop Arms Flow,"WASHINGTON  Just a week after President Bashar al-Assad of Syria assured a top State Department official that his government was not sending sophisticated weapons to Hezbollah, the Obama administration lodged a confidential protest accusing Syria of doing precisely what it had denied doing. ",2010-12-06 21:41:52+00:00
Obama Urges China to Check North Koreans,"WASHINGTON  In a sign of mounting tension between the United States and China over North Korea, President Obama telephoned President Hu Jintao and warned that China was emboldening its unruly neighbor by not publicly challenging its behavior, a senior administration official said Monday.",2010-12-07 02:16:49+00:00
Crazy Fearsome Cripple Gambit,The suggestion that North Korea has deliberately cultivated a reputation for economic decrepitude and political unpredictability.,2010-12-07 19:30:10+00:00
Few New Jobs Expected Soon From Free-Trade Agreement With South Korea,WASHINGTON — The revised free-trade agreement with South Korea announced on Friday by the Obama administration has gotten acclaim from corporate leaders and Congressional Republicans.,2010-12-08 02:36:07+00:00
China Resisted U.S. Pressure on Rights of Nobel Winner,"BEIJING — It was just before Christmas 2009, and Ding Xiaowen was not happy.",2010-12-08 21:34:50+00:00
Senior Chinese Official Meets North Korean Leader,"SHANGHAI  A senior Chinese official met on Thursday with Kim Jong-il, the North Korean leader, and came to some consensus about the crisis on the Korean Peninsula, according to Xinhua, China’s official news agency.",2010-12-09 08:44:30+00:00
"Updates on the WikiLeaks Saga, Day 12","On Thursday, the fallout from the publication of secret American diplomatic cables obtained and distributed by the WikiLeaks Web site continues, one day after cyber attacks by the group’s defenders took down the Web sites of first MasterCard and then Visa.  ",2010-12-09 13:54:30+00:00
Europeans Criticize Fierce U.S. Response to Leaks,"PARIS — For many Europeans, Washington’s fierce reaction to the flood of secret diplomatic cables released by WikiLeaks displays imperial arrogance and hypocrisy, indicating a post-9/11 obsession with secrecy that contradicts American principles.",2010-12-09 18:25:24+00:00
Another Nuclear Pact With Russia Close to Approval,"WASHINGTON  While President Obama focuses his energy on pressing the Senate to sign off on a new arms control treaty with Russia, another nuclear pact with Moscow is securing final approval after more than four years with virtually no notice but potentially significant impact.",2010-12-09 19:20:55+00:00
Pact Lifts Limits on Civilian Nuclear Projects With Russia,"WASHINGTON  While President Obama presses the Senate to embrace a new arms control treaty with Russia, another nuclear pact with Moscow cleared its final hurdle on Thursday after more than four years with virtually no notice but potentially significant impact.",2010-12-10 01:32:55+00:00
The Final Conflict,"This is a big “big book.” To accomplish his ambitious goal of both understanding the evolution of mankind’s past development and prognosticating the future of the continuing East-West horse race, Ian Morris starts around 15 millenniums ago. That’s a lot of history. ",2010-12-10 17:18:56+00:00
"On Myanmar, U.S. and China Worked Closely","BANGKOK  As the United States searches for new ways to nudge Myanmar toward democratic change, it may find an unexpected ally in China, according to secret diplomatic cables.",2010-12-10 17:31:21+00:00
Hope for Global Economy in China's Desire to Spend,"XIAHE, CHINA — In this Tibetan monastery city in Gansu Province, Gyelyanjia was visiting for a festival and taking the opportunity to do some shopping.",2010-12-10 18:17:22+00:00
Reality Check,"The failed attempt by the U.S. to bribe Israel with a $3 billion security assistance package, diplomatic cover and advanced F-35 fighter aircraft  if Prime Minister Bibi Netanyahu would simply agree to a 90-day settlements freeze to resume talks with the Palestinians  has been enormously clarifying. It demonstrates just how disconnected from reality both the Israeli and the Palestinian leaderships have become.",2010-12-12 00:08:34+00:00
U.S. Concludes N. Korea Has More Nuclear Sites,"WASHINGTON  The Obama administration has concluded that North Korea’s new plant to enrich nuclear fuel uses technology that is “significantly more advanced” than what Iran has struggled over two decades to assemble, according to senior administration and intelligence officials. ",2010-12-14 18:08:25+00:00
Statesmen Who Defined a Generation,"NEW YORK — You couldn’t help but feel this week that a certain generation was passing, perhaps the last of the great liberal interventionists who felt that America needed to lead the world in the progress of freedom. ",2010-12-15 15:00:54+00:00
A Chinese Automaker Secures a Foothold in Europe,"BAHOVITSA, BULGARIA — Sometime next summer, a brand-new assembly plant here should begin turning out the first Chinese-branded cars in the European Union. ",2010-12-15 19:30:00+00:00
China Agrees to Intellectual Property Protections,WASHINGTON  Senior Chinese officials pledged on Wednesday to better crack down on software piracy and other violations of intellectual property rights as part of a series of commercial agreements after two days of talks here.,2010-12-16 01:34:31+00:00
European Report Cites Need to Regain Ground With U.S.,"BRUSSELS  In her first major report on foreign policy, the European Union’s foreign policy chief, Catherine Ashton, acknowledged that Washington was focusing less on Europe, and warned that the bloc would need to show more unity if it hoped to change that dynamic. ",2010-12-17 00:54:56+00:00
The Unquiet American,LONDON,2010-12-17 02:22:54+00:00
Remembering America's Most Innovative Diplomat,"WASHINGTON — Charles de Gaulle, who famously said the graveyards are filled with indispensable men, was wrong. Richard Charles Albert Holbrooke was that rare indispensable man.",2010-12-19 18:00:49+00:00
Sarkozy vs. Obama: A Test for the Dollar,"PARIS — Europe is so besieged by problems that on some days it looks as if its common currency and hopes for unity are disintegrating. All the same, Nicolas Sarkozy will head to Washington early in January for a conversation about reorganizing the world monetary system in a way that might just mark the United States as the real global force in decline.",2010-12-20 13:00:55+00:00
European Engagement With Belarus Takes a Blow,"BERLIN — As demonstrators in the Belarussian capital of Minsk protested Sunday night against what they claimed were flawed presidential election results, the European Union looked on helplessly.",2010-12-22 12:20:35+00:00
Cyberteeth Bared,2010 was the year that removed all doubt that cybersecurity is now a geopolitical problem.,2010-12-22 12:48:09+00:00
Mao Tse-Tung: Father of Chinese Revolution," HONG KONG, Sept. 9--Mao Tse-tung, who began as an obscure peasant, died one of history's great revolutionary figures. ",2010-12-22 16:08:24+00:00
Bankers’ Pay on the Line Again,"Simon Johnson, the former chief economist at the International Monetary Fund, is the co-author of “13 Bankers.”",2010-12-23 10:00:09+00:00
A Leaner and Meaner Defense,"Of all of this year’s seismic shifts in the deficit and debt debate, putting U.S. defense budgets on the table is perhaps the most significant. ",2010-12-23 11:48:08+00:00
U.S. Approved Business With Blacklisted Nations,"Despite sanctions and trade embargoes, over the past decade the United States government has allowed American companies to do billions of dollars in business with Iran and other countries blacklisted as state sponsors of terrorism, an examination by The New York Times has found.",2010-12-23 22:16:54+00:00
Licenses Granted to U.S. Companies Run the Gamut,"Over the last three presidential administrations, the Office of Foreign Assets Control has granted nearly 10,000 special licenses allowing almost 4,000 American companies.",2010-12-24 05:49:08+00:00
Arms Talks Now Turn to Short-Range Weapons,"WASHINGTON — Fresh from winning Senate approval for a new strategic arms treaty, President Obama plans to return to the negotiating table with Russia next year in hopes of securing the first legal limits ever imposed on the smaller, battlefield nuclear weapons viewed as most vulnerable to theft or diversion.",2010-12-24 23:59:48+00:00
The Senate’s Next Task: Ratifying the Nuclear Test Ban Treaty,Moscow,2010-12-28 22:40:05+00:00
Lessons in Bipartisanship,"The November election in the United States was a partisan triumph for Republicans. But if you listened closely to the voters and read the exit polls you may have detected another trend among the electorate: exhaustion with partisan warfare in Washington, a yearning for bipartisanship.",2010-12-29 15:48:07+00:00
India and Iran Try to Keep Energy Link Open,NEW DELHI — Officials in India and Iran have been scrambling to keep the $11 billion in oil and gas trade between them going after India’s central bank declared last week that a regional clearinghouse could no longer be used to settle payments for such transactions.,2010-12-30 20:21:30+00:00
Diplomats Help Push Sales of Jetliners on the Global Market,"This article was reported by Eric Lipton, Nicola Clark and Andrew W. Lehren and was written by Mr. Lipton.",2011-01-02 21:08:32+00:00
Peaceful Vote on Sudan Appears More Likely,"KHARTOUM, Sudan  Secretary of State Hillary Rodham Clinton has called the situation “a ticking time bomb.”",2011-01-03 00:59:22+00:00
North Korea Calls for Better Relations With South,"SEOUL — In an annual New Year’s commentary that is widely seen as an indicator of the country’s political and economic goals for the coming year, North Korea has called for dialogue with South Korea and a relaxation of tensions “as soon as possible.”",2011-01-03 01:11:36+00:00
China Quietly Extends Footprints Into Central Asia,"MURGHAB, Tajikistan — On the outskirts of this wind-scoured town, founded in 1893 as a Russian military post, the construction of a new customs compound heralds the return of another major power.",2011-01-03 01:54:44+00:00
"Iran Invites Some Nations, Not U.S., for Nuclear Tour","WASHINGTON — Iran has invited Russia, China and several European Union members to visit its nuclear facilities this month, but pointedly snubbed the United States, European diplomats said on Monday.",2011-01-04 00:46:33+00:00
U.S. Shifts Toward Talks on N. Korea,"BEIJING  On the heels of a North Korean plea for negotiations to end the crisis on the Korean Peninsula, Obama administration envoys central to stalled six-party talks met Thursday with their Chinese counterparts, and one said he was hopeful that serious talks on North Korea would begin soon.",2011-01-06 09:39:46+00:00
China's North Korean Calculations,"When President Obama hosts the Chinese president, Hu Jintao, in Washington later this month, North Korea is certain to be high on the agenda. But as in the past, Beijing is likely to use its leverage with Pyongyang only if a major war threatens. ",2011-01-06 14:03:12+00:00
U.S. Protests Assault on Envoy in Vietnam,"HO CHI MINH CITY, Vietnam  The United States lodged an official protest with the Vietnamese government on Thursday over what news reports called a police assault of an American diplomat who monitors human rights issues as he was trying to visit a dissident priest. ",2011-01-06 19:29:13+00:00
The 41 Places to Go in 2011,"From the beaches of Mexico to the wilds of Kurdistan, the places on this year’s list take you to the end of the world and back.",2011-01-07 18:57:13+00:00
"A Passionate Politician and a Friend to Colleagues, Bikers and Lost Mayors","WASHINGTON  Unusual is a relative term in American political life, but Representative Gabrielle Giffords fits the bill: avid equestrian and motorcycle enthusiast, repository of arcane health care data, successful Democrat elected three times in a Republican Congressional district, French horn player and wife of an astronaut. ",2011-01-09 01:16:00+00:00
"Pentagon Must ‘Buy American,’ Barring Chinese Solar Panels",HONG KONG — The military authorization law signed by President Obama on Friday contains a little-noticed “Buy American” provision for the Defense Department purchases of solar panels — a provision that is likely to dismay Chinese officials as President Hu Jintao prepares to visit the United States next week.,2011-01-10 01:09:52+00:00
U.S. and China Defense Chiefs Agree to Keep Talking,"BEIJING  The American and Chinese militaries took microsteps on Monday toward smoothing over years of conflict and suspicion, but China’s defense minister sharply defended his country’s arms buildup, pointed to American military sales to Taiwan as a continuing obstacle and deflected an American request for “in-depth strategic dialogue” on nuclear missile defense, space and cyberwarfare. ",2011-01-10 09:36:11+00:00
The Risks of E.U. Arms in China,"PARIS — How’s this for an unsettling (but still imaginary) news item: “The European Union has announced a plan that will allow member countries to offer sales or technical cooperation to China in the defense sector, involving combat planes, transport aircraft and satellites. This will strengthen Beijing’s potential for force projection from the Pacific and Indian Oceans to the coasts of Africa.”",2011-01-10 13:40:36+00:00
Beyond the Eternal Food Fight,"10:13 a.m. | Updated Almost every time global prices surge and the media and public reach out to analysts for meaning, a decades-long food fight resumes.",2011-01-10 14:54:32+00:00
Gates Warns of North Korea Missile Threat to U.S.,"BEIJING  Defense Secretary Robert M. Gates warned Tuesday that North Korea was within five years of being able to strike the continental United States with an intercontinental ballistic missile, and said that, combined with its expanding nuclear program, the country “is becoming a direct threat to the United States.”",2011-01-11 08:38:25+00:00
"Answering Your Sudan Questions, Take 2","Former President Jimmy Carter and I are taking questions from readers about Sudan, the referendum now underway, and the region’s future. We answered a first batch of questions a couple of days ago, and this is the second batch:",2011-01-11 17:23:40+00:00
"Test Unrelated to Gates Visit, China Says","BEIJING  One day after China staged a public first flight of its new stealth jet fighter, a counterpoint to a crucial visit by the American defense secretary, this nation’s state-run media insisted forcefully that the two events were little more than coincidence.",2011-01-12 23:24:43+00:00
Apocalypse in Cyberspace? It’s Overdone,"PARIS — The Web site Cyberwarzone.com lists 270 books about Internet crime and warfare. In one of the highest-profile examples, “Cyber War: The Next Threat to National Security and What to Do About It,” Richard A. Clarke, the former U.S. counterterrorism chief, and Robert K. Knake of the Council on Foreign Relations, describe a digital “Day After” in which large parts of the U.S. transportation, energy and communications systems have been wiped out by Internet-borne attackers, leaving the authorities struggling to maintain control and consumers scrambling for food.",2011-01-16 19:09:01+00:00
China Leader’s Limits Come Into Focus as U.S. Visit Nears,"BEIJING  With President Hu Jintao at the helm, China has become a $5 trillion industrial colossus, a growing military force, and, it sometimes appears, a model of authoritarian decisiveness, navigating out of the global financial crisis and sealing its position as the world’s fastest rising power.",2011-01-17 00:23:09+00:00
"Of U.S.-China Summits, Past and Present",WASHINGTON — One way to judge the prospects of President Hu Jintao’s state visit to the United States this week is to place it in the context of previous China-U.S. summit meetings.,2011-01-17 13:03:11+00:00
"For Chinese Leader’s Visit, U.S. to Take a Bolder Tack","WASHINGTON — President Hu Jintao of China is coming to town Tuesday, and American officials say President Obama will be taking a far more assertive stance as he greets his biggest global economic rival.",2011-01-18 01:23:25+00:00
"China’s Leader Has Message of Harmony, but Limited Agenda","BEIJING — For the Obama administration, the four-day visit by President Hu Jintao of China may offer a platform to try to make progress on issues troubling their countries: currency, the trade imbalance, human rights and China’s military stance. But Mr. Hu arrives with a comparatively low-key message, intoning his favorite idea: harmony.",2011-01-18 16:32:49+00:00
Sharing the Burden of Peace,"Have you braced yourself for the Pentagon “spending cuts” recently unveiled by Secretary of Defense Robert Gates? Don’t bother. Though many journalists used that term to describe the Gates budget, Gates himself conceded that “this is really all about a reduction in the rate of growth” in spending.",2011-01-19 02:02:17+00:00
U.S. Shifts Focus to Press China for Market Access,"WASHINGTON  A year ago, the fight over how China’s cheap currency was hurting American companies in marketplaces at home and abroad was shaping up to be the epic battle between the world’s biggest power and its biggest economic rival. ",2011-01-19 02:31:43+00:00
Business Leaders Make Cut at State Dinner With Hu,"WASHINGTON  Jimmy and Rosalynn Carter made the cut. So did Bill Clinton and his wife, the secretary of state. The heads of Microsoft, Boeing, Goldman Sachs, JPMorgan Chase and Walt Disney were on the list. So were the singer Barbra Streisand, the ice skater Michelle Kwan, the cellist Yo-Yo Ma, the architect Maya Lin and the fashion designer Vera Wang.",2011-01-20 01:29:03+00:00
The Rise of Chinese Cheneys,BEIJING,2011-01-20 02:44:40+00:00
"In Speech, Hu Calls for Closer Cooperation With U.S.","President Hu Jintao of China called for closer cooperation with the United States in Southeast Asia and the Pacific Rim in a speech on Thursday, offering an olive branch in a region where China’s increasing influence and military presence have roiled relations between the two powers.",2011-01-20 19:10:19+00:00
U.S. Warning to China Sends Ripples to the Koreas,"WASHINGTON  President Obama warned President Hu Jintao that if China did not step up its pressure on North Korea, the United States would have to redeploy its forces in Asia to protect itself from a potential North Korean strike on American soil, a senior administration official said Thursday.",2011-01-20 23:12:58+00:00
