headline,lead_paragraph,date
U.S. Gives Russia a Deadline on Nuclear Treaty,BRUSSELS — Secretary of State Mike Pompeo announced Tuesday that the Trump administration would begin the formal process to scrap the landmark Intermediate-Range Nuclear Forces Treaty within 60 days unless Russia returns to compliance with the treaty’s terms.,2018-12-04 18:22:38+00:00
"What the West Got Wrong About China, Part 2",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,2018-12-05 11:00:05+00:00
Huawei C.F.O. Is Arrested in Canada for Extradition to the U.S.,"SAN FRANCISCO — A top executive and daughter of the founder of the Chinese tech giant Huawei was arrested on Saturday in Canada at the request of the United States, in a move likely to escalate tensions between the two countries at a delicate moment.",2018-12-05 23:20:36+00:00
Brexit Special: Your Thursday Briefing,,2018-12-06 04:57:25+00:00
"North Korea Is Expanding Missile Base With Eye Toward U.S., Experts Warn","SEOUL, South Korea — North Korea is expanding an important missile base that would be one of the most likely sites for deploying intercontinental ballistic missiles capable of reaching the United States, two experts on the North’s missile programs said Thursday, citing new research based on satellite imagery.",2018-12-06 09:28:47+00:00
Huawei Executive’s Arrest Intensifies Trade War Fears,"WASHINGTON — At dinner with China’s president, Xi Jinping, on Saturday night in Buenos Aires, President Trump celebrated their “special” relationship and all but predicted they would emerge with a truce in the trade war between the United States and China.",2018-12-06 18:05:50+00:00
"Huawei, Angela Merkel, Golden Globes: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-12-06 19:22:33+00:00
U.S.-China Friction Threatens to Undercut the Fight Against Climate Change,"They have the largest carbon footprints. Also the largest economies. Now, as diplomats meet in Poland for high-stakes climate negotiations, a pitched standoff between the United States and China threatens to slow global action on climate change precisely at a time when the risks of catastrophe are accelerating. ",2018-12-07 10:00:11+00:00
Huawei Arrest Tests China’s Leaders as Fear and Anger Grip Elite,"BEIJING — The arrest of one of China’s leading tech executives by the Canadian police for extradition to the United States has unleashed a combustible torrent of outrage and alarm among affluent and influential Chinese, posing a delicate political test for President Xi Jinping and his grip on the loyalty of the nation’s elite.",2018-12-07 16:10:06+00:00
Trump Administration Defends Arrest of Huawei Executive,"WASHINGTON — A senior administration official said on Friday that the United States had repeatedly warned Huawei, one of China’s flagship technology firms, about violating American sanctions on Iran before the arrest Saturday  of one of its top executives.",2018-12-07 17:28:01+00:00
Can the U.S. Stop China From Controlling the Next Internet Age?,"Imagine, if you will (and you should), a big American tech executive being detained over unspecified charges while on a trip to Beijing.",2018-12-07 17:29:23+00:00
"Europe and U.S. Agree on Chinese Threat, but Are Too Busy Feuding to Fight It","BRUSSELS — They are creating defenses to limit Chinese investment, accusing China of seizing technology from foreign companies and warning of Chinese efforts to undermine their political system.",2018-12-07 19:40:30+00:00
"Huawei Executive Took Part in Sanctions Fraud, Prosecutors Say","VANCOUVER, British Columbia — The reasons that the United States asked the Canadian authorities to arrest a top executive of the Chinese technology company Huawei last week had been shrouded in mystery.",2018-12-07 20:37:46+00:00
"Manafort, China Trade, William Barr: Your Friday Evening Briefing",(Want to get this briefing by email? Here’s the sign-up.) ,2018-12-07 23:54:17+00:00
China Tries to Balance Anger Over Huawei Arrest With Warmer Trade Ties,"BEIJING — China’s leadership is trying to strike a delicate balance between outrage and necessity, as it seeks to maintain a recent thaw with the United States while lashing out at the arrest of a top Chinese tech executive.",2018-12-09 07:52:59+00:00
The Huawei Executive’s Arrest Is Igniting Fear. The U.S. Should Take Notice.,"Days after the Canadian authorities arrested one of China’s leading technology executives at the behest of Washington, Cisco warned some employees that China might return the favor.",2018-12-10 16:58:16+00:00
Targets of U.S. Sanctions Hire Lobbyists With Trump Ties to Seek Relief,"WASHINGTON — On a July evening, Trump administration officials and allies, including the president’s personal lawyer, Rudolph W. Giuliani, gathered with investors atop the Hay-Adams hotel overlooking the White House for a cocktail reception featuring a short presentation by the Democratic Republic of Congo’s special envoy to the United States.",2018-12-11 03:07:44+00:00
U.S. Returns Bells Taken as War Booty From Philippines in 1901,"MANILA — Three church bells taken from the central Philippines as war booty by American troops more than a century ago were flown to their original home Tuesday, ending a contentious flash point in relations between the two longtime military allies.",2018-12-11 07:02:32+00:00
Marriott Data Breach Is Traced to Chinese Hackers as U.S. Readies Crackdown on Beijing,"WASHINGTON — The cyberattack on the Marriott hotel chain that collected personal details of roughly 500 million guests was part of a Chinese intelligence-gathering effort that also hacked health insurers and the security clearance files of millions more Americans, according to two people briefed on the investigation.",2018-12-11 16:56:51+00:00
Russia Wants to Extend U.S. Space Partnership. Or It Could Turn to China.,"MOSCOW — Russia’s Museum of Cosmonautics displays with rightful pride artifacts from its early years of storied achievements in space exploration: the first satellite, the first dog in space, the first man and, soon thereafter, the first toolbox.",2018-12-11 17:59:30+00:00
DealBook Briefing: How Trump Plans to Keep China In Line on Trade,Good Wednesday. Want this by email? Sign up here.,2018-12-12 11:54:22+00:00
"U.S. Diplomats With Mysterious Illness in Cuba Had Inner-Ear Damage, Doctors Say","MIAMI — The American government employees in Cuba who suffered mystifying symptoms — dizziness, insomnia, difficulty concentrating — after hearing a strange high-pitched sound all had one thing in common: damage to the part of the inner ear responsible for balance, according to the first doctors to examine them after the episodes.",2018-12-12 15:43:03+00:00
"Theresa May, China, Michael Cohen: Your Thursday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2018-12-12 19:44:41+00:00
Tariff Man: An Origin Story,"For President Trump, the focus on tariffs has been decades in the making, transforming him from a businessman into ...",2018-12-12 22:04:04+00:00
"Caught Between Feuding Giants, Canada Fears Consequences","OTTAWA — As the extradition case against a Chinese tech executive moves into its next phase in Canada’s courts, manufacturers, farmers, loggers and fishermen across Canada are looking on with apprehension.",2018-12-13 00:13:28+00:00
A Weakened China Tries a Different Approach With the U.S.: Treading Lightly,BEIJING — The recent arrest of a top Chinese tech executive at the Trump administration’s request seemed certain to provoke a geopolitical showdown pitting Beijing against Washington.,2018-12-13 00:48:56+00:00
"Trump’s Intervention in Huawei Case Would Be Legal, but Bad Precedent, Experts Say","WASHINGTON — When President Trump said in an interview this week that he was willing to intercede in the case of a Chinese telecom executive facing extradition to the United States if it helped achieve “the largest trade deal ever made,” it was a clear signal that his White House saw no problem intervening in the justice system to achieve what it considered economic gain.",2018-12-13 01:07:19+00:00
"Clashes Over Trade and Detentions: What China, the U.S. and Canada Are Fighting Over","HONG KONG — The growing tensions over trade between the United States and China temporarily eased after a meeting between President Trump and China’s top leader, Xi Jinping, earlier this month. But at the same time distrust between the two countries, and now Canada, has escalated over the detentions of a leading Chinese executive in Canada and two Canadians in China.",2018-12-13 07:44:25+00:00
Bolton Outlines a Strategy for Africa That’s Really About Countering China,"WASHINGTON — The Trump administration rolled out a new strategy for Africa on Thursday, but it was really all about China.",2018-12-13 23:58:01+00:00
Who’s in the Middle of a Spat Between the U.S. and China? Canada,TORONTO — The United States and China are embroiled in a tense trade war that seemed headed for escalation after the United States accused a top Chinese technology executive of fraud.,2018-12-14 00:02:01+00:00
Bolton Warns of Threat From Russia and China in Africa,"John R. Bolton, President Trump’s national security adviser, criticized the expansionist efforts of Russia and China and their “influence across Africa.”",2018-12-14 00:13:57+00:00
An Emboldened China No Longer Cares What Its Critics Think,"BEIJING — Two Canadians detained in an apparent act of prosecutorial retaliation. A prominent pastor, an internationally renowned Chinese photographer and China’s top international police officer all held by the authorities. Hundreds of thousands of Muslims in the western region of Xinjiang locked up in camps for mass indoctrination.",2018-12-14 12:41:31+00:00
Mexico’s Strategy for Dealing With Trump: Warn Him About China,MEXICO CITY — Mexico’s new government has a strategy for dealing with President Trump.,2018-12-17 16:12:28+00:00
"Hacked European Cables Reveal a World of Anxiety About Trump, Russia and Iran","WASHINGTON — Updated Wednesday, Dec. 19: The United Nations spokesman has issued a comment about the breach and the National Security Agency said it would decline to comment. Both are included in the story below. ",2018-12-19 01:56:33+00:00
"China Holds Third Canadian, Escalating Diplomatic Crisis With the United States","WASHINGTON — The Chinese government has detained a third Canadian citizen, escalating a diplomatic crisis in which it is pushing the United States to relent on legal pressure against one of China’s leading technology companies.",2018-12-19 17:57:29+00:00
Global Trade Tensions Boil Over at Staid W.T.O. Forum,"FRANKFURT — The Americans accused the Chinese of being modern-day mercantilists who steal intellectual property. The Europeans accused the Americans of provoking a crisis in the world trading system, threatening the global economy.",2018-12-19 23:40:32+00:00
U.S. Accuses Chinese Nationals of Infiltrating Corporate and Government Technology,"WASHINGTON — The Trump administration ramped up its pressure campaign on Beijing on Thursday, as the Justice Department accused two Chinese nationals with ties to the country’s Ministry of State Security of infiltrating the biggest providers of internet services and boring into government computer systems, including a major Department of Energy laboratory.",2018-12-20 15:26:22+00:00
Mattis Resignation and Afghan News Alarm U.S. Allies,"President Trump’s decision to withdraw roughly 7,000 troops from Afghanistan, along with the resignation of his defense secretary, Jim Mattis, stirred fears in the Asia-Pacific region on Friday that the United States was abandoning its leadership of decades-old alliances crucial to stability and peace since World War II.",2018-12-21 03:59:58+00:00
Trump Signs Law Punishing Chinese Officials Who Restrict Access to Tibet,"WASHINGTON — President Trump has enacted a law that requires the State Department to punish Chinese officials who bar American officials, journalists and other citizens from going freely to Tibetan areas in China’s far west.",2018-12-21 06:08:47+00:00
America’s Allies Fear That Traditional Ties No Longer Matter Under Trump,BRUSSELS — America’s allies in Europe and Asia thought they had learned to digest and compensate for the instinctive unpredictability of President Trump. But the bitter resignation of Defense Secretary Jim Mattis and the abrupt announcement of plans to withdraw troops from Syria and Afghanistan are being viewed as watershed moments for Washington’s relations with the world.,2018-12-21 13:34:27+00:00
"In Tweetstorm, Trump Bends Truth on Foreign Policy and the Border Wall ","Ronald Reagan made no attempts to build a border wall, according to biographers of the 40th president and journalists who covered the Reagan administration.",2018-12-21 23:22:31+00:00
"Kim Jong-un, Ready to Meet Trump ‘at Any Time,’ Demands U.S. End Sanctions","TOKYO — Kim Jong-un, North Korea’s leader, said Tuesday that he was willing to have a second summit meeting with President Trump, but he paired the offer with a threat that if international sanctions against his country were not lifted, the North would “have no choice” but to return to nuclear confrontation.",2019-01-01 01:44:15+00:00
"As China Talks Begin, Trump’s Trade Negotiator Tries to Keep President From Wavering","WASHINGTON — In the middle of his crowded dinner in Buenos Aires with President Xi Jinping of China, President Trump leaned across the table, pointed to Robert Lighthizer, the United States trade representative whose skepticism of China runs deep, and declared, “That’s my negotiator!”",2019-01-01 18:06:43+00:00
"White House Mulls Jim Webb, Ex-Democratic Senator, as Next Defense Secretary","WASHINGTON — The Trump administration is considering Jim Webb, a former Democratic senator and Reagan-era secretary of the Navy, to be the next defense secretary, according to three officials, potentially bypassing more hawkish Republicans whose names have been floated to replace Jim Mattis.",2019-01-03 20:14:10+00:00
"U.S. Renews China Travel Warning, Citing Risk of Arbitrary Detention","The United States renewed a travel advisory for China on Thursday that warned American citizens could face arbitrary detention there, a move that came amid tense relations between the countries dominated by trade disputes and the recent American-requested arrest of a high-profile Chinese executive in Canada.",2019-01-04 02:46:32+00:00
Stocks Surge as Powell Signals Fed Flexibility and Jobs Data Eases Worries,"Stocks surged on Friday after the Federal Reserve chairman, Jerome H. Powell, said the central bank’s approach to monetary policy would remain flexible in the face of market turbulence and signs that the global economy is slowing.",2019-01-04 10:55:38+00:00
DealBook Briefing: Slow Growth Weighs on the Markets,Good Friday morning. Want this by email? Sign up here.,2019-01-04 11:32:16+00:00
Cyberconflict: Why the Worst Is Yet to Come,"Despite the devastation cyberweapons have caused around the world over the last decade, they are still in their infancy. David E. Sanger, a New York Times national security correspondent, explains why the threat is growing.",2019-01-04 13:54:26+00:00
"Taiwan’s President, Defying Xi Jinping, Calls Unification Offer ‘Impossible’","TAIPEI, Taiwan — President Tsai Ing-wen of Taiwan called on Saturday for domestic and international support of the island’s de facto independence, days after China’s leader, Xi Jinping, warned that unification with China was inevitable.",2019-01-05 10:06:34+00:00
"Xinjiang, U.S. Shutdown, Golden Globes: Your Monday Briefing",(Want to get this briefing by email? Here’s the sign-up.) ,2019-01-06 19:14:20+00:00
U.S. Officials Warn Health Researchers: China May Be Trying to Steal Your Data,WASHINGTON — The Trump administration has warned scientists doing biomedical research at American universities that they may be targets of Chinese spies trying to steal and exploit information from their laboratories.,2019-01-07 01:57:03+00:00
DealBook Briefing: Trump Tariffs Threaten U.S. Jobs,Good Monday morning. Want this by email? Sign up here.,2019-01-07 11:31:55+00:00
"With Kim’s Visit, China Shows U.S. It Has Leverage on Trade","SHANGHAI — China’s leader, Xi Jinping, has offered carrots to President Trump to stop a trade war that has contributed to a sharp slowdown in the Chinese economy. On Tuesday, he also seemed to brandish a stick.",2019-01-08 11:29:32+00:00
China Offers Trump a Trade Peace Deal. It May Not Be Enough.,"BEIJING — China is buying American soybeans again and has cut tariffs on American cars. It is offering to keep its hands off valuable corporate secrets, while also allowing foreign investors into more industries than ever before.",2019-01-08 14:55:38+00:00
Talks to End U.S.-China Trade War Now Shift to Make-or-Break Rounds,BEIJING — Three days of trade negotiations between midlevel American and Chinese officials ended in Beijing on Wednesday afternoon with progress in identifying and narrowing the two sides’ differences but little sense of when they might reach a deal.,2019-01-09 10:15:29+00:00
DealBook Briefing: Feeling the Bite of the Government Shutdown,Good Wednesday morning. Want this by email? Sign up here.,2019-01-09 11:49:30+00:00
"U.S.-North Korea Summit Looks Imminent, South Korean Leader Says","SEOUL, South Korea — President Moon Jae-in of South Korea said Thursday that the visit to China this week by the North Korean leader, Kim Jong-un, heralded an imminent second summit meeting between Mr. Kim and President Trump to negotiate the terms of denuclearizing the North.",2019-01-10 07:27:58+00:00
"U.S. Shutdown, China Censorship, Baby Shark: Your Friday Briefing",(Want to get this briefing by email? Here’s the sign-up.) ,2019-01-10 19:13:43+00:00
Brexit and the U.S. Shutdown: Two Governments in Paralysis,"LONDON — In Parliament, lawmakers are mired in gridlock over Britain’s departure from the European Union, with no clear path forward. In Washington, President Trump stormed out of a meeting with congressional leaders who oppose his border wall, hardening a standoff that has shut down much of the government for longer than ever before.",2019-01-12 17:16:52+00:00
"Competing Against Chinese Loans, U.S. Companies Face Long Odds in Africa","KAMPALA, Uganda — Growing up in suburban Ohio, Rajakumari Jandhyala never imagined she would end up in the oil business, much less on the front line of America’s global competition with China. She spent two decades as a policy adviser on Africa, most recently as an aid official in the Obama administration.",2019-01-13 07:59:07+00:00
Pence Says U.S. Still Waiting on North Korea for ‘Concrete Steps’ to Denuclearize,"WASHINGTON — Vice President Mike Pence told American ambassadors on Wednesday that North Korea has failed to take any substantive steps to give up its nuclear weapons, even as President Trump is moving toward a second meeting with Kim Jong-un, the North Korean leader.",2019-01-17 01:09:09+00:00
Huawei Said to Be Under U.S. Investigation in Trade-Secrets Case,"WASHINGTON — Federal prosecutors in Seattle are investigating Huawei, the Chinese technology giant, on allegations of intellectual property theft, according to two people familiar with the case.",2019-01-17 02:02:11+00:00
