headline,lead_paragraph,date
"With Hacking, the United States Needs to Stop Playing the Victim","There is indignant howling over what is surely Russia’s role in infiltrating, again, the networks of the U.S. government and corporations — this time through a tainted software update by the company SolarWinds. Politicians of both parties have called it a virtual act of war. “America must retaliate, and not just with sanctions,” Senator Marco Rubio said.",2020-12-24 01:28:40+00:00
Biden Is Expected to Expand U.S.-India Relations While Stressing Human Rights,"WASHINGTON — The Trump administration has significantly invested in its relationship with India over the past four years, seeing the country as a crucial partner in counterbalancing the rise of China.",2020-12-24 15:20:06+00:00
Pompeo Weighs Plan to Place Cuba on U.S. Terrorism Sponsor List,"State Department officials have drawn up a proposal to designate Cuba as a state sponsor of terrorism, a final-hour foreign policy move that would complicate plans by the incoming Biden administration to relax increased American pressure on Havana.",2020-12-29 23:40:06+00:00
"China Has All It Needs to Vaccinate Millions, Except Any Approved Vaccines",Hospitals all over China have almost everything necessary for a mass coronavirus vaccination drive: Millions of doses. Refrigerators to store them. Health care workers trained to administer them.,2020-12-29 23:43:44+00:00
25 Days That Changed the World: How Covid-19 Slipped China’s Grasp,The most famous doctor in China was on an urgent mission.,2020-12-30 10:03:18+00:00
"China and E.U. Leaders Strike Investment Deal, but Political Hurdles Await","Chinese and European Union leaders agreed on Wednesday to make it easier for companies to operate on each other’s territory, a significant geopolitical victory for China when criticism of its human rights record and handling of the pandemic have left it increasingly isolated.",2020-12-30 13:41:26+00:00
Trump Was Briefed on Uncorroborated Intelligence About Chinese Bounties,"President Trump was briefed this month about intelligence reports that China had offered to pay bounties to fighters in Afghanistan who attacked American soldiers there, but the information was uncorroborated and comes months after Mr. Trump dismissed as a “hoax” a C.I.A. assessment that Russia had paid for such attacks.",2020-12-31 03:38:15+00:00
U.S. Companies Face China Tariffs as Exclusions Expire,"WASHINGTON — American companies will have to pay higher taxes on some of the products they import from China, as the tariff exclusions that had shielded many businesses from President Trump’s trade war expired at midnight on Thursday.",2020-12-31 10:00:17+00:00
"Shirley Young, Businesswoman and Cultural Diplomat to China, Dies at 85","Shirley Young, a Chinese-American businesswoman who broke barriers in the corporate world before starting a second career as a cultural diplomat, using classical music to bridge the ever-widening divisions between China and the United States, died on Dec. 26. She was 85.",2021-01-03 17:14:27+00:00
Will the Sudden E.U.-China Deal Damage Relations With Biden?,BRUSSELS — The European Union embarked on a trade deal with China believing that engagement with Beijing was the best way to alter its behavior and make it a committed stakeholder in the international system. But that was seven years ago.,2021-01-06 14:40:53+00:00
"U.S. Election, Trump, Britain: Your Thursday Briefing",(Want to get this briefing by email? Here’s the sign-up.),2021-01-07 04:28:55+00:00
China’s New Rules Could Hit U.S. Firms and Send a Message to Biden,China fired back at the Trump administration on Saturday with new rules that would punish global companies for complying with Washington’s tightening restrictions on doing business with Chinese companies.,2021-01-09 11:20:08+00:00
State Dept. Moves to Ease Restrictions on Meeting With Taiwan Officials,WASHINGTON — The United States said on Saturday that it would relax its restrictions on interactions between American officials and their counterparts in Taiwan as the Trump administration seeks to lock in a tougher line against Beijing in its final days.,2021-01-10 00:41:14+00:00
"China’s Economy Surges, and So Does Its Currency","HONG KONG — China’s economy has come roaring back from the depths of the coronavirus pandemic, and its currency has joined the ride.",2021-01-12 10:00:20+00:00
U.S. Bans All Cotton and Tomatoes From Xinjiang Region of China,"WASHINGTON — The Trump administration on Wednesday announced a ban on imports of cotton and tomatoes from the Xinjiang area of China, as well as all products made with those materials, citing human rights violations and the widespread use of forced labor in the region.",2021-01-13 21:32:00+00:00
"Fiji Will Lead U.N. Rights Body, Over Russian and Chinese Opposition","GENEVA — The Pacific island nation of Fiji won election on Friday as president of the United Nations’ top human rights body, ending a shadowy proxy battle waged by China, Russia and Saudi Arabia seeking to strengthen their influence by installing a more compliant candidate.",2021-01-15 19:19:12+00:00
"Protesters Who Fled Hong Kong Arrive in U.S., Seeking Asylum","Last July, five young men boarded a recreational boat in a remote harbor in Hong Kong. They passed through waters patrolled by the Chinese authorities and headed east, across the South China Sea. ",2021-01-16 08:24:26+00:00
U.S. Says China’s Repression of Uighurs Is ‘Genocide’,"WASHINGTON — The State Department declared on Tuesday that the Chinese government is committing genocide and crimes against humanity through its wide-scale repression of Uighurs and other predominantly Muslim ethnic minorities in its northwestern region of Xinjiang, including in its use of internment camps and forced sterilization.",2021-01-19 17:00:11+00:00
"The U.S. calls China’s repression of the Uighurs ‘genocide,’ echoing Biden’s earlier comments.","The State Department declared on Tuesday that the Chinese government is committing genocide and crimes against humanity through its wide-scale repression of Uighurs and other mostly Muslim ethnic minorities in its northwestern region of Xinjiang, including in its use of internment camps and forced sterilization.",2021-01-19 17:35:49+00:00
Trump Bequeaths Biden an Upended World,PARIS — Most countries lost patience long ago. The erratic outbursts of President Trump were unacceptable to allies when they were not simply insulting. Even rivals like China and Russia reeled at the president’s gut-driven policy lurches. Mr. Trump said in 2016 that America must be “more unpredictable.” He was true to his word.,2021-01-19 17:36:58+00:00
"In Confirmation Hearings, Biden Aides Indicate Tough Approach on China","WASHINGTON — President-elect Joseph R. Biden Jr.’s top intelligence, foreign policy and military advisers sought to draw distinctions with the departing Trump administration and lawmakers looked for hints about the new approach, as the Senate opened confirmation hearings for three nominees on Tuesday.",2021-01-20 00:30:36+00:00
"China’s Oppression of Muslims in Xinjiang, Explained","On the final full day of the Trump presidency, Secretary of State Mike Pompeo declared that China was carrying out a genocide against Uighurs and other Muslim peoples, the toughest condemnation yet of Beijing’s crackdown against its far western region of Xinjiang.",2021-01-20 09:52:02+00:00
Trump’s Last-Minute Moves Against China Complicate Biden’s Agenda,"The Trump administration cast its barrage of moves against Beijing, in its waning days, as necessary to stand up to China’s authoritarian leadership.",2021-01-20 15:46:21+00:00
